amenities,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,square_meters,price_per_m2,cluster,pca1,pca2,anomaly
Unknown,2.0,3.0,Thumbnail,Cats,3600,1596,Atlanta,GA,33.7848,-84.3922,148.273188,24.279507634246052,2.0,2.759209958054416,1.1188493976149216,1.0
"Dishwasher,Garbage Disposal,Pool,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1449,1596,Peoria,AZ,33.6047,-112.2456,148.273188,9.772501822784035,2.0,2.117996617616539,-0.36851286496441726,1.0
Unknown,2.5,2.0,Thumbnail,"Cats,Dogs",1425,1596,Concord,NC,35.4047,-80.6098,148.273188,9.610638438555728,2.0,2.000901612282155,-1.2087440968801975,1.0
"Basketball,Cable or Satellite,Internet Access,Patio/Deck,Pool,Refrigerator",3.0,3.0,Thumbnail,"Cats,Dogs",1317,1596,Norman,OK,35.2399,-97.4552,148.273188,8.882253209528347,2.0,2.965021229485895,-0.9223778327103481,1.0
Unknown,3.5,3.0,Thumbnail,"Cats,Dogs",3000,1597,Fort Lauderdale,FL,26.1343,-80.233,148.366091,20.220253696648243,2.0,3.9284016965887716,0.11552753935414463,-1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1995,1597,Pingree Grove,IL,42.1165,-88.5022,148.366091,13.446468708271082,2.0,2.267686547176718,-0.25507879672462874,1.0
Unknown,3.0,3.0,Thumbnail,Unknown,3695,1600,Los Angeles,CA,34.0372,-118.2972,148.6448,24.857916321324392,2.0,3.6806145092687577,2.2042589153702425,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",3000,1600,Brooklyn,NY,40.6496,-73.9596,148.6448,20.18234072096703,2.0,2.573985288117432,0.34977419375346036,1.0
Unknown,1.0,1.0,Thumbnail,Unknown,2490,1600,Williamsport,PA,41.265,-77.0338,148.6448,16.751342798402636,0.0,0.42800305415340634,0.09290035706858395,1.0
"Cable or Satellite,Internet Access,Parking,Refrigerator",2.0,4.0,Thumbnail,Unknown,1799,1600,Milwaukee,WI,43.0531,-87.9659,148.6448,12.102676985673229,2.0,2.7633062425993855,-0.5382528160686846,1.0
"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator",2.0,3.0,Thumbnail,Unknown,1799,1600,Milwaukee,WI,43.0531,-87.9659,148.6448,12.102676985673229,2.0,2.211360946907344,-0.4573704200025447,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1795,1600,Edmond,OK,35.6757,-97.4949,148.6448,12.075767198045273,2.0,2.2227540424970282,-0.3797106387798466,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1760,1600,Philadelphia,PA,40.0054,-75.1415,148.6448,11.840306556300657,2.0,2.205294567617638,-0.960161907727307,1.0
Unknown,2.0,2.0,Thumbnail,"Cats,Dogs",1740,1600,West Palm Beach,FL,26.7173,-80.1164,148.6448,11.705757618160877,2.0,1.6703197457989942,-1.1129853319737486,1.0
"Cable or Satellite,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,3.0,Thumbnail,Unknown,1699,1600,Milwaukee,WI,43.0531,-87.9659,148.6448,11.429932294974328,2.0,1.2926699850166083,-0.5445092035040936,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1500,1600,Ames,IA,42.0259,-93.6516,148.6448,10.091170360483515,2.0,2.1238533769774466,-0.6373368728926404,1.0
Unknown,2.0,2.0,Thumbnail,Unknown,1495,1600,Baltimore,MD,39.3191,-76.6126,148.6448,10.05753312594857,2.0,1.5754813770887823,-1.1380767792348232,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1375,1600,Mooresville,NC,35.5795,-80.8153,148.6448,9.250239497109888,2.0,2.098034757521827,-1.3244121981383954,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,1260,1600,Bloomington,IN,39.1471,-86.5136,148.6448,8.476583102806153,0.0,0.6166148554923034,-1.0820399876469167,1.0
"Cable or Satellite,Dishwasher,Internet Access,Parking,Patio/Deck,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1250,1600,Sioux Falls,SD,43.5329,-96.7265,148.6448,8.409308633736263,2.0,2.046620381683597,-0.7734353815622655,1.0
"Dishwasher,Refrigerator",2.0,4.0,Thumbnail,"Cats,Dogs",1249,1600,Lexington,SC,33.9531,-81.2381,148.6448,8.402581186829273,2.0,2.6152165622889174,-1.571656630601259,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1145,1600,Yukon,OK,35.4975,-97.7329,148.6448,7.7029267085024165,2.0,2.029220478177569,-1.0733253674728307,1.0
Unknown,1.5,2.0,Thumbnail,Unknown,900,1600,Platte City,MO,39.3548,-94.7961,148.6448,6.054702216290109,2.0,0.9531533988782384,-1.227207737032097,1.0
"AC,Clubhouse,Dishwasher,Fireplace,Patio/Deck,Playground",2.5,3.0,Thumbnail,"Cats,Dogs",886,1600,Clarkston,GA,33.8091,-84.238,148.6448,5.960517959592263,2.0,2.399639922721679,-1.804637172123061,1.0
"AC,Clubhouse,Dishwasher,Fireplace,Parking,Patio/Deck,Playground",2.5,3.0,Thumbnail,Unknown,886,1600,Clarkston,GA,33.8091,-84.238,148.6448,5.960517959592263,2.0,2.399639922721679,-1.804637172123061,1.0
Unknown,2.0,2.0,Thumbnail,Unknown,825,1600,Anniston,AL,33.6679,-85.8096,148.6448,5.550143698265933,2.0,1.3852795027324336,-1.7365124835623424,1.0
Unknown,3.0,3.0,Thumbnail,Unknown,2220,1601,Palm Desert,CA,33.7338,-116.3541,148.737703,14.925603631246073,2.0,3.2425801015312463,0.5589873475865162,1.0
Unknown,2.0,2.0,Thumbnail,Unknown,1995,1601,Boise,ID,43.6046,-116.2475,148.737703,13.412873533484646,2.0,1.7175389103822403,0.6826451297526144,1.0
Unknown,2.0,4.0,Thumbnail,"Cats,Dogs",1425,1601,Concord,NC,35.4047,-80.6098,148.737703,9.580623952489033,2.0,2.6664081659818617,-1.3630633440066011,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1399,1603,Channelview,TX,29.7897,-95.1191,148.923509,9.3940843147874,2.0,2.1185456198857784,-1.0343624012759218,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1299,1604,Charlotte,NC,35.2016,-80.8124,149.016412,8.71716063060222,2.0,2.0808341813319142,-1.4179403983844485,1.0
"Dishwasher,Fireplace,Refrigerator,Storage",2.0,4.0,Thumbnail,"Cats,Dogs",1399,1607,Concord,NC,35.4047,-80.6098,149.295121,9.3707014042341,2.0,2.6659009058837877,-1.3938455208209986,1.0
"Dishwasher,Fireplace,Garbage Disposal,Refrigerator",1.0,3.0,Thumbnail,"Cats,Dogs",1049,1609,Houston,TX,29.7714,-95.4343,149.480927,7.017617705836143,2.0,1.1323797973733682,-1.3824429153564723,1.0
"Parking,Storage",2.0,2.0,Thumbnail,Unknown,1650,1610,Sarasota,FL,27.3181,-82.4987,149.57383,11.03134151208136,2.0,1.6546197922871435,-1.1283256767865826,1.0
"AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Playground,Pool,Refrigerator,Tennis,Washer Dryer,Wood Floors",2.0,2.0,Yes,Unknown,1400,1610,Marietta,GA,34.0007,-84.4665,149.57383,9.359926131462972,2.0,1.5682824329786569,-1.1565608372273866,1.0
"Dishwasher,Fireplace,Garbage Disposal,Patio/Deck,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1399,1610,Spring,TX,30.0871,-95.4685,149.57383,9.353240469940499,2.0,2.12647624517647,-1.0194475795938929,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1462,1611,Cary,NC,35.7589,-78.778,149.666733,9.768369835399561,2.0,2.137040806151349,-1.2921762056552148,1.0
Unknown,2.0,2.0,Thumbnail,Dogs,4000,1612,Coronado,CA,32.6596,-117.1595,149.759636,26.709466628244208,2.0,2.349573864017037,2.5466967723774427,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1625,1612,Charlotte,NC,35.2016,-80.8124,149.759636,10.85072081772421,2.0,2.1879023502152193,-1.0736949765527402,1.0
"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,TV,Tennis,Washer Dryer",3.0,4.0,Yes,"Cats,Dogs",2455,1613,Euless,TX,32.8524,-97.0886,149.852539,16.38277213307677,2.0,3.881834570021183,0.12775094372414186,1.0
"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,TV,Tennis,Washer Dryer",3.0,4.0,Thumbnail,"Cats,Dogs",2434,1613,Euless,TX,32.8524,-97.0886,149.852539,16.24263436737632,2.0,3.875555406712891,0.10534148090621227,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,2595,1615,Oceanside,CA,33.2181,-117.3166,150.038345,17.295578673571747,2.0,2.4843655405290006,0.9834962722718243,1.0
"Dishwasher,Parking,Refrigerator",2.0,3.0,Thumbnail,Unknown,2500,1615,Royal Oak,MI,42.5067,-83.1545,150.038345,16.66240719997278,2.0,2.440583740211669,0.1245579933316557,1.0
Unknown,2.0,4.0,Thumbnail,"Cats,Dogs",1595,1616,Willis,TX,30.4337,-95.4703,150.131248,10.62403744222522,2.0,2.743703752460346,-0.8848360825325482,1.0
"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Patio/Deck,Refrigerator,Storage,Washer Dryer",2.0,3.0,Yes,"Cats,Dogs",1441,1617,Euless,TX,32.8255,-97.1039,150.224151,9.592332460577527,2.0,2.1427092891792583,-0.8557817909412205,1.0
Unknown,2.0,4.0,Thumbnail,"Cats,Dogs",1365,1620,Calera,AL,33.155,-86.7175,150.50286,9.06959508942222,2.0,2.675179185266075,-1.3168870729827724,1.0
"Dishwasher,Fireplace,Garbage Disposal",3.0,4.0,Thumbnail,"Cats,Dogs",1699,1621,Spring,TX,30.0871,-95.4685,150.595763,11.281857909906801,2.0,3.670413116497298,-0.8060848465601942,1.0
"Dishwasher,Parking,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",771,1621,Berlin,WI,43.9695,-88.9496,150.595763,5.119665949698731,2.0,1.9277381733960322,-1.5108979292635076,1.0
"Basketball,Cable or Satellite,Elevator,Fireplace,Garbage Disposal,Internet Access,Parking,Pool,Refrigerator",1.0,3.0,Thumbnail,"Cats,Dogs",1235,1622,Coventry,RI,41.6899,-71.5926,150.688666,8.19570597300264,2.0,1.1833591377650075,-1.571352362942619,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",844,1623,Schofield,WI,44.9056,-89.5715,150.781569,5.597501111027702,2.0,1.9503096883857356,-1.3901681641901842,1.0
"Gym,Parking,Patio/Deck,Pool",2.0,3.0,Yes,Unknown,1232,1624,Lawrenceville,GA,33.9222,-84.0725,150.874472,8.165728659517695,2.0,2.0869207987275136,-1.4368196140624805,1.0
Unknown,2.5,3.0,Thumbnail,Unknown,1200,1624,Tuscaloosa,AL,33.1932,-87.5349,150.874472,7.953631811218534,2.0,2.522955087945025,-1.3983054293363377,1.0
Unknown,3.0,3.0,Thumbnail,Unknown,1700,1625,Blacksburg,VA,37.2312,-80.4159,150.967375,11.260711130467758,2.0,3.111602194290705,-0.9777219417197133,1.0
Parking,2.0,2.0,Thumbnail,Unknown,1549,1626,Tipp City,OH,39.9513,-84.1778,151.060278,10.254184756630726,2.0,1.6219435752612188,-0.8535176104624911,1.0
"Dishwasher,Refrigerator",2.0,4.0,Thumbnail,"Cats,Dogs",1499,1627,San Antonio,TX,29.4624,-98.5253,151.153181,9.917091986307586,2.0,2.7299329985713245,-0.9288705753077787,1.0
"Dishwasher,Fireplace,Garbage Disposal,Parking,Patio/Deck,Playground,Refrigerator,Storage",3.0,2.0,Thumbnail,Unknown,1250,1627,Cary,NC,35.7797,-78.7859,151.153181,8.269756492918267,2.0,2.4297236749434497,-1.463912131460096,1.0
"Gated,Gym,Parking",2.0,3.0,Yes,"Cats,Dogs",1580,1630,Cumming,GA,34.2494,-84.1748,151.43189,10.433733607894611,2.0,2.1979351442858253,-1.0577492086538156,1.0
Unknown,1.5,2.0,Thumbnail,Unknown,1400,1630,Cape Girardeau,MO,37.313,-89.5418,151.43189,9.245080412058517,2.0,1.1421202471753316,-0.916930205054465,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1649,1631,Lancaster,TX,32.5942,-96.7624,151.524793,10.882707491967999,2.0,2.222453861524875,-0.6580346702805591,1.0
"Dishwasher,Parking,Refrigerator",2.0,2.0,Thumbnail,Dogs,1450,1632,Taylor,TX,30.5759,-97.4167,151.617696,9.56352746581771,2.0,1.615484587628914,-0.8243244747955137,1.0
"Dishwasher,Fireplace,Patio/Deck,Refrigerator",2.0,4.0,Thumbnail,"Cats,Dogs",1399,1633,Acworth,GA,34.0656,-84.6658,151.710599,9.221504688673729,2.0,2.6994983535682704,-1.3229059290735043,1.0
"AC,Gated,Gym,Parking,Patio/Deck,Pool,Washer Dryer",2.5,2.0,Thumbnail,"Cats,Dogs",2172,1635,Dallas,TX,32.8123,-96.8146,151.896405,14.29921926065334,2.0,2.2765140493458453,-0.026670046198918315,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1325,1637,Lubbock,TX,33.56,-101.8904,152.082211,8.71239306219713,2.0,2.130641350030966,-0.8275379670244799,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,2795,1640,Carlsbad,CA,33.1201,-117.2858,152.36092,18.344599126862715,2.0,2.5765830713739803,1.1723533057829392,1.0
Unknown,2.5,2.0,Thumbnail,Unknown,2195,1640,Bend,OR,44.0559,-121.3041,152.36092,14.406581425210613,2.0,2.269648681125457,1.0213721554334547,1.0
"Dishwasher,Garbage Disposal,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1199,1642,Port Richey,FL,28.3173,-82.6935,152.546726,7.859886812647818,2.0,2.108256716263149,-1.6718933019381668,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",2800,1647,Bloomington,IN,39.1471,-86.5136,153.011241,18.299309133764883,2.0,3.0217400482316124,0.41625072990730794,1.0
"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2.0,4.0,Thumbnail,"Cats,Dogs",1449,1648,Jacksonville,FL,30.2989,-81.6324,153.104144,9.464146182744734,2.0,2.739213491679825,-1.4685238296428924,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1325,1648,San Antonio,TX,29.4624,-98.5253,153.104144,8.654239953165474,2.0,2.1510163615401936,-1.0426896022061682,1.0
Unknown,1.5,2.0,Thumbnail,"Cats,Dogs",1550,1649,Des Moines,IA,41.5927,-93.6276,153.197047,10.117688495653574,2.0,1.2026648158774267,-0.530971295195907,1.0
Dishwasher,2.0,3.0,Thumbnail,Unknown,4395,1650,Rye,NY,40.9842,-73.6899,153.28995,28.671155545422252,2.0,3.0586760896990324,1.7819265695845177,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",2200,1650,Columbia,MD,39.204,-76.8558,153.28995,14.351886734909888,2.0,2.8449826483040916,-0.5044994500984824,1.0
Unknown,1.0,2.0,Thumbnail,Unknown,2095,1650,Unknown,Unknown,39.8163,-98.5576,153.28995,13.666910322561916,2.0,0.926572347328154,0.15251313130811728,1.0
Unknown,3.0,3.0,Thumbnail,"Cats,Dogs",1799,1650,Omaha,NE,41.2562,-96.0404,153.28995,11.735929198228586,2.0,3.1646582001840367,-0.3166974430916496,1.0
Unknown,2.5,2.0,Thumbnail,"Cats,Dogs",1550,1650,Lake Charles,LA,30.1868,-93.1908,153.28995,10.111556563231966,2.0,2.112535161369681,-0.8725999657375478,1.0
Unknown,2.5,3.0,Thumbnail,Unknown,1425,1650,Murfreesboro,TN,35.8514,-86.3903,153.28995,9.296108453293904,2.0,2.617154636656652,-1.1333818040700996,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1395,1650,Raleigh,NC,35.823,-78.6438,153.28995,9.100400906908769,2.0,2.1639012414598287,-1.3846547161007676,1.0
Unknown,1.0,2.0,Thumbnail,"Cats,Dogs",1350,1650,Raleigh,NC,35.823,-78.6438,153.28995,8.806839587331067,0.0,0.7095318657950874,-1.3314612035513622,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",1350,1650,Fort Smith,AR,35.358,-94.3964,153.28995,8.806839587331067,2.0,2.59524572787384,-0.9896597890749085,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",1350,1650,Fort Smith,AR,35.358,-94.3964,153.28995,8.806839587331067,2.0,2.59524572787384,-0.9896597890749085,1.0
"Fireplace,Parking,View",2.0,5.0,Thumbnail,"Cats,Dogs",2550,1651,Madison,WI,43.0724,-89.4003,153.382853,16.625065645375628,2.0,3.6041493743522017,0.1881200817610665,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1449,1652,Humble,TX,30.0021,-95.2555,153.475756,9.44123057455407,2.0,2.1923112579342905,-0.9953606588965169,1.0
"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Internet Access,Parking,Patio/Deck,Playground,Storage,Tennis,Washer Dryer",2.0,4.0,Thumbnail,"Cats,Dogs",1000,1654,Gouverneur,NY,44.3024,-75.4157,153.661562,6.507808374354544,2.0,2.5869560954714133,-1.7509647070586016,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1495,1655,Lubbock,TX,33.56,-101.8904,153.754465,9.723294864965384,2.0,2.2034834021911984,-0.6561310693315736,1.0
"Fireplace,Parking,Patio/Deck",2.0,2.0,Thumbnail,Unknown,2980,1656,Princeton,NJ,40.3663,-74.6688,153.847368,19.369847133166427,2.0,2.089341500658123,0.37309111364248965,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",1795,1656,Ridgefield,WA,45.7905,-122.6885,153.847368,11.66740792081669,2.0,2.717931300445844,0.5950071670748556,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",1795,1656,Ridgefield,WA,45.7905,-122.6885,153.847368,11.66740792081669,2.0,2.717931300445844,0.5950071670748556,1.0
"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator,Storage",2.0,3.0,Thumbnail,"Cats,Dogs",1349,1656,Charlotte,NC,35.2016,-80.8124,153.847368,8.76843079954413,2.0,2.158276548149042,-1.3888325245147684,1.0
"Dishwasher,Fireplace,Patio/Deck,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1499,1657,Snellville,GA,33.8427,-84.0113,153.940271,9.737542946120968,2.0,2.2070047633246817,-1.1731606198500009,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",1800,1660,Cape Girardeau,MO,37.313,-89.5418,154.21898,11.67171511573997,2.0,2.7397627338518813,-0.6098413038072197,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1749,1662,Lexington,SC,33.9531,-81.2381,154.404786,11.327369088157669,2.0,2.288388307352072,-0.9908141921956216,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1425,1662,San Antonio,TX,29.4624,-98.5253,154.404786,9.228988536663623,2.0,2.197984926104274,-0.9435385263509375,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",1795,1665,Hampshire,IL,42.1165,-88.5022,154.683495,11.604340850974436,2.0,2.7360700896051116,-0.518789685108382,1.0
Pool,2.0,3.0,Thumbnail,"Cats,Dogs",1499,1665,Charlotte,NC,35.2016,-80.8124,154.683495,9.690755952986452,2.0,2.214381094038712,-1.2348199997796099,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1599,1666,Antioch,TN,36.0402,-86.6385,154.776398,10.331032513109653,2.0,2.244220232280171,-0.9352306038442025,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1749,1667,Arlington,TX,32.7025,-97.1196,154.869301,11.293393775955636,2.0,2.296320695202356,-0.5584501183869158,1.0
Unknown,2.0,4.0,Thumbnail,Dogs,1795,1668,Sparks,NV,39.5671,-119.7245,154.96220399999999,11.583469734335994,2.0,2.8509950572051803,0.26157356751782673,1.0
Unknown,2.5,3.0,Thumbnail,Unknown,1295,1668,Minot,ND,48.2469,-101.3017,154.96220399999999,8.356876493573878,2.0,2.5777137615006493,-0.5035339124136232,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1350,1670,Fort Smith,AR,35.358,-94.3964,155.14801,8.70136845454866,2.0,2.174800059785815,-0.9888343485116012,1.0
Unknown,2.0,3.0,Thumbnail,Dogs,1700,1671,Baton Rouge,LA,30.4415,-91.1012,155.240913,10.950721476367509,2.0,2.2904393605284357,-0.8510465069813691,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1400,1671,Amarillo,TX,35.1872,-101.8587,155.240913,9.018241215832067,2.0,2.191252967976556,-0.7209343158947752,1.0
"Dishwasher,Refrigerator",2.0,4.0,Thumbnail,"Cats,Dogs",1399,1672,Porter,TX,30.1049,-95.2583,155.333816,9.006409782658015,2.0,2.7530537516694653,-1.1355986409346672,1.0
"Gym,Parking,Pool,Washer Dryer",2.5,2.0,Thumbnail,Unknown,3110,1673,Roseland,NJ,40.8201,-74.3024,155.426719,20.009429652825652,2.0,2.594290466046505,0.4869199215749032,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",3495,1675,Seattle,WA,47.616,-122.3275,155.612525,22.459631703810473,2.0,2.808081568693062,2.420868128341845,1.0
Parking,3.0,3.0,Thumbnail,"Cats,Dogs",2995,1675,Kenmore,WA,47.75,-122.24,155.612525,19.24652273330826,2.0,3.5454030013663487,1.8761426870431483,1.0
"AC,Dishwasher,Refrigerator,Storage,View,Wood Floors",1.0,2.0,Thumbnail,Unknown,2600,1675,Charlottesville,VA,38.041,-78.4898,155.612525,16.70816664661151,2.0,1.1139645653846926,0.027189635493434377,1.0
"AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Patio/Deck,Washer Dryer,Wood Floors",2.0,2.0,Thumbnail,Unknown,2700,1676,Royal Oak,MI,42.4897,-83.1395,155.705428,17.340435941642315,2.0,2.0265564471585713,0.3692169028089286,1.0
Unknown,2.5,4.0,Thumbnail,"Cats,Dogs",2995,1677,Livermore,CA,37.6812,-121.7519,155.798331,19.22356921782429,2.0,3.672965440591826,1.5169495708097869,1.0
"Dishwasher,Parking",4.0,4.0,Thumbnail,Unknown,2895,1679,Chicago,IL,41.8625,-87.6825,155.984137,18.55957955519541,2.0,4.972054465339174,0.48739577481767876,1.0
"Dishwasher,Elevator,Internet Access,Parking,Refrigerator",2.0,2.0,Thumbnail,"Cats,Dogs",5695,1680,Beverly Hills,CA,34.0806,-118.4029,156.07704,36.488390605049915,1.0,2.9527020364628402,4.326317223608734,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1299,1680,Houston,TX,29.7714,-95.4343,156.07704,8.32281288778926,2.0,2.1809972418246315,-1.1672812468938651,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1025,1682,Springfield,MO,37.1892,-93.2908,156.262846,6.559460717872756,2.0,2.0875401651059695,-1.3186451361903142,1.0
Unknown,2.0,4.0,Thumbnail,"Cats,Dogs",1625,1684,Goodlettsville,TN,36.3245,-86.7381,156.448652,10.38679451197828,2.0,2.825370028329007,-0.9873831128324042,1.0
Refrigerator,2.0,3.0,Thumbnail,Dogs,1730,1685,Arlington,TX,32.7025,-97.1196,156.541555,11.051378657890552,2.0,2.312528029736867,-0.5882090859384972,1.0
Unknown,2.0,3.0,Thumbnail,Dogs,1425,1688,Charlotte,NC,35.2016,-80.8124,156.820264,9.086835869629706,2.0,2.219677781910133,-1.3235881694422118,1.0
Unknown,2.5,3.0,Thumbnail,Dogs,1850,1690,Sandy,OR,45.3899,-122.2309,157.00607,11.782983931767735,2.0,2.776922819233987,0.6093357042648897,1.0
Unknown,2.0,3.0,Thumbnail,Unknown,1700,1690,Edmond,OK,35.6757,-97.4949,157.00607,10.827606856218999,2.0,2.3043501042779053,-0.5308817214103293,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1350,1690,Fort Smith,AR,35.358,-94.3964,157.00607,8.598393679938617,2.0,2.1987526364517613,-0.9978087722296446,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1350,1690,Fort Smith,AR,35.358,-94.3964,157.00607,8.598393679938617,2.0,2.1987526364517613,-0.9978087722296446,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1350,1690,Fort Smith,AR,35.358,-94.3964,157.00607,8.598393679938617,2.0,2.1987526364517613,-0.9978087722296446,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1350,1690,Fort Smith,AR,35.358,-94.3964,157.00607,8.598393679938617,2.0,2.1987526364517613,-0.9978087722296446,1.0
Unknown,3.5,4.0,Thumbnail,"Cats,Dogs",4000,1691,San Leandro,CA,37.7078,-122.1435,157.098973,25.46165594602582,2.0,4.884872918989344,2.5507563900049797,-1.0
"Dishwasher,Internet Access,Parking,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1500,1693,Calera,AL,33.155,-86.7175,157.284779,9.536841451136223,2.0,2.251875537099577,-1.1283056775605311,1.0
"Dishwasher,Garbage Disposal",2.0,3.0,Thumbnail,"Cats,Dogs",1499,1693,Spring,TX,30.0871,-95.4685,157.284779,9.530483556835465,2.0,2.2567016577421484,-0.9538939288583231,1.0
Unknown,2.0,3.0,Thumbnail,"Cats,Dogs",1675,1695,Richardson,TX,32.9631,-96.7212,157.470585,10.636907203970825,2.0,2.3075562573327772,-0.65585462702039,1.0
Unknown,2.5,3.0,Thumbnail,Unknown,2250,1696,Lynnwood,WA,47.8318,-122.2834,157.563488,14.279958057287992,2.0,2.9015533058839464,1.0922228822873472,1.0
"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1525,1698,Burleson,TX,32.5285,-97.3119,157.749294,9.667238193788684,2.0,2.26635194292716,-0.8086570136368952,1.0
"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2.0,3.0,Thumbnail,"Cats,Dogs",1475,1699,Surprise,AZ,33.632,-112.3522,157.842197,9.344776162739295,2.0,2.2501184496746025,-0.3875249249812243,1.0
Unknown,2.0,3.0,Thumbnail,Cats,3400,1700,Chicago,IL,41.8625,-87.6825,157.9351,21.52783010236483,2.0,2.822831137562175,1.1192526273794772,1.0
"Dishwasher,Refrigerator",1.0,3.0,Thumbnail,Unknown,2400,1700,Seattle,WA,47.616,-122.3275,157.9351,15.196115366375174,1.0,1.6192069502378394,1.271823682928392,1.0
Unknown,2.0,3.0,Thumbnail,Dogs,2400,1700,Jupiter,FL,26.9335,-80.1249,157.9351,15.196115366375174,2.0,2.5448599170861628,-0.5532485895153928,1.0
Unknown,2.5,3.0,Thumbnail,"Cats,Dogs",2395,1700,Portland,OR,45.5091,-122.6449,157.9351,15.164456792695226,2.0,2.9546382353441603,1.189148390496177,1.0
Unknown,2.0,2.0,Thumbnail,"Cats,Dogs",2140,1700,Cincinnati,OH,39.1679,-84.4933,157.9351,13.549869535017864,2.0,1.8925577626823331,-0.2845876157264017,1.0
Unknown,3.5,3.0,Thumbnail,Unknown,2050,1700,Leander,TX,30.5104,-97.9027,157.9351,12.980015208778795,2.0,3.765167025953181,-0.3275451536582814,1.0
"Dishwasher,Parking,Pool,Refrigerator",3.0,3.0,Thumbnail,"Cats,Dogs",1999,1700,Leander,TX,30.5104,-97.9027,157.9351,12.657097757243323,2.0,3.305226895246551,-0.3709257967070173,1.0
